Precio,Area,Habitaciones,Banios,Pisos,Carretera,Huespedes,Sotano,Calefaccion,AC,Estacionamiento,Preferencial,Mobiliario
1744400.0,5500.0,3.0,1.0,3,0,1,1,1,1,1,0,2
1734600.0,5500.0,3.0,2.0,4,0,0,1,1,0,1,1,1
1734600.0,6350.0,3.0,2.0,3,0,0,1,1,0,0,1,0
1734600.0,5500.0,3.0,2.0,1,0,0,0,1,1,2,0,0
1724800.0,4500.0,3.0,1.0,4,0,1,1,1,0,0,1,2
1715000.0,6420.0,3.0,1.0,3,0,1,0,1,1,0,0,2
1710100.0,3240.0,4.0,1.0,3,0,1,1,1,1,1,1,1
1705200.0,6615.0,4.0,2.0,2,0,0,1,0,1,1,1,1
1705200.0,6600.0,3.0,1.0,1,0,0,0,1,1,2,0,1
1705200.0,8372.0,3.0,1.0,3,0,1,1,1,0,2,1,2
1703240.0,4300.0,6.0,2.0,2,0,1,1,1,1,0,1,0
1703240.0,9620.0,3.0,1.0,1,0,1,0,1,1,2,0,0
1685600.0,6800.0,2.0,1.0,1,0,0,0,1,1,2,1,0
1685600.0,8000.0,3.0,1.0,1,0,0,0,1,0,2,0,1
1685600.0,6900.0,3.0,2.0,1,0,0,0,1,1,0,0,2
1666000.0,3700.0,4.0,1.0,2,0,0,1,1,0,0,1,0
1666000.0,6420.0,3.0,1.0,1,0,1,0,1,0,0,0,0
1666000.0,7020.0,3.0,1.0,1,0,1,0,1,0,2,0,1
1666000.0,6540.0,3.0,1.0,1,0,0,0,1,1,2,0,0
1666000.0,6254.0,4.0,2.0,1,0,1,0,1,1,1,0,1
1666000.0,7320.0,4.0,2.0,2,0,1,1,1,1,0,1,0
1664040.0,15600.0,3.0,1.0,1,0,1,1,1,0,2,1,1
1646400.0,7160.0,3.0,1.0,1,0,1,0,1,1,2,0,2
1646400.0,6500.0,3.0,2.0,3,0,1,1,1,0,0,1,2
1644440.0,11460.0,3.0,1.0,3,0,1,1,1,1,2,0,1
1642480.0,4800.0,3.0,1.0,1,0,0,0,1,1,0,1,2
1626800.0,5828.0,4.0,1.0,4,0,0,1,1,1,0,1,1
1626800.0,5200.0,3.0,1.0,3,0,1,1,1,0,0,1,1
1626800.0,4800.0,3.0,1.0,3,0,1,1,1,0,0,1,2
1624840.0,7000.0,3.0,1.0,541,0,1,0,1,1,2,0,1
1607200.0,5400.0,4.0,2.0,2,0,1,1,1,0,2,1,2
1607200.0,4640.0,4.0,1.0,2,0,1,1,1,1,1,1,1
1607200.0,5000.0,3.0,1.0,3,0,1,1,1,0,0,1,1
1607200.0,5800.0,3.0,2.0,4,0,1,1,1,0,0,1,2
1582700.0,6660.0,4.0,2.0,2,0,0,0,1,1,1,0,1
1568000.0,10500.0,4.0,2.0,2,0,1,1,1,1,1,1,1
1568000.0,4700.0,4.0,1.0,2,0,0,0,1,0,1,1,0
1568000.0,5000.0,3.0,1.0,4,0,1,1,1,1,0,1,0
1568000.0,10500.0,2.0,1.0,1,0,1,1,1,1,1,1,1
1568000.0,5500.0,3.0,2.0,2,0,1,1,1,1,1,1,1
1568000.0,6360.0,3.0,1.0,3,0,1,1,1,1,0,0,1
1568000.0,6600.0,4.0,2.0,1,0,1,0,1,1,0,0,1
1568000.0,5136.0,3.0,1.0,2,0,0,0,1,0,0,0,2
1558200.0,4400.0,4.0,1.0,2,0,1,1,1,0,2,0,1
1558200.0,5400.0,5.0,1.0,2,0,0,0,1,0,0,0,0
1548400.0,3300.0,3.0,3.0,2,0,1,0,1,1,0,1,1
1548400.0,3650.0,3.0,2.0,2,0,1,1,1,1,2,1,1
1548400.0,6100.0,3.0,2.0,1,0,1,0,1,1,2,0,0
1546440.0,6900.0,3.0,1.0,1,0,0,0,1,1,0,0,1
1538600.0,2817.0,4.0,2.0,2,1,0,0,1,1,1,1,0
1538600.0,7980.0,3.0,1.0,1,0,1,1,1,1,2,1,1
1528800.0,3150.0,3.0,2.0,1,0,0,0,1,0,0,1,0
1528800.0,6210.0,4.0,1.0,4,0,0,1,1,0,0,1,0
1528800.0,6100.0,3.0,1.0,3,0,0,1,1,0,0,0,1
1528800.0,6600.0,4.0,2.0,2,0,0,0,1,1,0,0,1
1519000.0,6825.0,3.0,1.0,1,0,0,0,1,0,0,0,1
1509200.0,6710.0,3.0,2.0,2,0,0,0,1,1,1,0,0
1507240.0,6450.0,3.0,2.0,1,0,0,0,0,1,0,1,2
1489600.0,7800.0,3.0,1.0,1,0,1,0,1,0,2,0,2
1479800.0,4600.0,2.0,2.0,1,0,1,1,1,0,2,1,1
1470000.0,4260.0,4.0,1.0,2,0,1,0,1,0,0,1,0
1470000.0,6540.0,4.0,2.0,2,1,1,1,1,0,0,1,1
1470000.0,5500.0,3.0,2.0,1,0,1,0,1,1,0,1,1
1470000.0,10269.0,3.0,1.0,1,0,1,1,1,1,1,0,1
1470000.0,8400.0,3.0,1.0,2,0,0,0,1,0,2,0,2
1470000.0,5300.0,4.0,2.0,1,0,1,1,1,0,0,0,2
1470000.0,3800.0,3.0,1.0,2,0,0,0,1,1,1,0,2
1470000.0,9800.0,4.0,2.0,2,0,0,1,1,1,2,1,1
1470000.0,8520.0,3.0,1.0,1,0,1,1,1,0,2,1,0
1468040.0,6050.0,3.0,1.0,1,0,1,0,1,1,0,0,1
1464120.0,7085.0,3.0,1.0,1,0,0,0,1,1,2,0,1
1460200.0,3180.0,3.0,2.0,2,0,1,1,1,1,2,1,1
1460200.0,4500.0,4.0,2.0,1,1,1,0,1,0,2,1,1
1460200.0,7200.0,3.0,1.0,2,0,0,0,1,1,1,0,0
1440600.0,3410.0,3.0,1.0,2,1,1,1,1,0,0,1,1
1440600.0,7980.0,3.0,1.0,1,0,1,1,1,1,1,0,1
1430800.0,3000.0,3.0,2.0,2,0,0,0,1,1,0,1,0
1430800.0,3000.0,3.0,1.0,2,0,1,0,1,1,0,1,2
1430800.0,11410.0,2.0,1.0,2,0,1,1,1,1,0,0,0
1430800.0,6100.0,3.0,1.0,1,0,1,0,1,0,0,0,1
1421000.0,5720.0,2.0,1.0,2,0,1,1,1,0,0,0,2
1411200.0,3540.0,2.0,1.0,1,1,0,0,1,1,0,1,1
1411200.0,7600.0,4.0,1.0,2,0,1,1,1,0,2,1,0
1411200.0,10700.0,3.0,1.0,2,0,0,0,1,1,0,1,1
1411200.0,6600.0,3.0,1.0,1,0,0,0,1,1,0,0,0
1409240.0,4800.0,2.0,1.0,1,0,0,0,1,1,0,1,1
1401400.0,8150.0,3.0,2.0,1,0,0,0,1,1,0,1,1
1391600.0,4410.0,4.0,3.0,2,0,1,0,1,1,2,1,1
1391600.0,7686.0,3.0,1.0,1,0,0,0,0,1,0,1,1
1387680.0,2800.0,3.0,2.0,2,1,1,0,1,0,1,1,1
1381800.0,5948.0,3.0,1.0,2,0,1,1,1,0,0,1,1
1373960.0,4200.0,3.0,1.0,2,0,1,1,1,1,1,1,0
1372000.0,4520.0,3.0,1.0,2,0,1,0,1,0,0,1,1
1372000.0,4095.0,3.0,1.0,2,1,0,0,1,0,0,1,1
1372000.0,4120.0,2.0,1.0,1,0,1,0,1,1,1,1,1
1372000.0,5400.0,4.0,1.0,2,0,1,1,1,1,0,1,1
1372000.0,4770.0,3.0,1.0,1,0,0,0,1,1,0,1,1
1372000.0,6300.0,3.0,1.0,1,0,1,1,1,0,2,1,1
1372000.0,5800.0,2.0,1.0,1,0,0,0,1,0,0,1,1
1372000.0,3000.0,3.0,1.0,2,0,1,0,1,0,0,1,1
1372000.0,2970.0,3.0,1.0,3,0,1,1,1,1,0,1,1
1372000.0,6720.0,3.0,1.0,1,0,1,1,1,1,0,1,2
1372000.0,4646.0,3.0,1.0,2,0,0,0,1,1,2,1,1
1372000.0,12900.0,3.0,1.0,1,0,1,1,1,1,2,1,0
1370040.0,3420.0,4.0,2.0,2,0,1,0,1,0,2,1,1
1370040.0,4995.0,4.0,2.0,1,0,1,0,1,1,0,1,1
1362200.0,4350.0,2.0,1.0,1,0,1,0,1,1,0,1,2
1352400.0,4160.0,3.0,1.0,3,0,1,1,1,1,0,1,2
1352400.0,6040.0,3.0,1.0,1,0,1,1,1,1,2,0,1
1352400.0,6862.0,3.0,1.0,2,0,1,1,1,0,2,0,0
1352400.0,4815.0,2.0,1.0,1,0,1,1,1,0,0,0,1
1342600.0,7000.0,3.0,1.0,2,0,1,0,1,1,0,1,2
1342600.0,8100.0,4.0,1.0,4,0,1,0,1,0,2,1,1
1334760.0,3420.0,4.0,2.0,2,0,1,1,1,1,0,1,1
1332800.0,9166.0,2.0,1.0,1,0,1,0,1,0,2,1,1
1332800.0,6321.0,3.0,1.0,2,0,1,0,1,0,1,1,0
1332800.0,10240.0,2.0,1.0,1,0,1,1,1,0,2,0,2
1330840.0,6440.0,2.0,1.0,1,0,1,1,1,0,3,1,1
1313200.0,5170.0,3.0,1.0,4,0,1,1,1,0,0,1,1
1313200.0,6000.0,2.0,1.0,1,0,1,0,1,0,1,1,0
1313200.0,3630.0,3.0,1.0,2,0,1,1,1,1,2,1,1
1313200.0,9667.0,4.0,2.0,2,0,0,0,1,1,1,1,1
1313200.0,5400.0,2.0,1.0,2,0,1,1,1,1,0,0,1
1313200.0,4320.0,3.0,1.0,1,0,1,1,1,1,0,0,1
1303400.0,3745.0,3.0,1.0,2,0,1,0,1,1,0,1,0
1293600.0,4160.0,3.0,1.0,1,0,0,0,1,0,0,1,2
1293600.0,3880.0,3.0,2.0,2,0,1,0,1,1,2,1,1
1293600.0,5680.0,3.0,1.0,2,0,0,1,1,0,1,1,1
1293600.0,2870.0,2.0,1.0,2,0,0,0,1,1,0,0,1
1293600.0,5010.0,3.0,1.0,2,0,1,0,1,1,0,1,1
1291640.0,4510.0,4.0,2.0,2,0,1,0,1,1,0,1,1
1283800.0,4000.0,3.0,1.0,2,0,1,1,1,1,1,1,0
1283800.0,3840.0,3.0,1.0,2,0,1,1,1,1,1,0,1
1274000.0,3760.0,3.0,1.0,1,0,1,1,1,1,2,1,1
1274000.0,3640.0,3.0,1.0,2,0,1,1,1,0,0,1,0
1274000.0,2550.0,3.0,1.0,2,0,1,0,1,1,0,1,0
1274000.0,5320.0,3.0,1.0,2,0,0,0,1,1,0,0,1
1274000.0,5360.0,3.0,1.0,2,0,1,1,1,1,2,0,2
1274000.0,3520.0,3.0,1.0,1,0,1,1,1,1,0,0,1
1274000.0,8400.0,4.0,1.0,4,0,1,1,1,1,3,1,2
1272040.0,4100.0,2.0,2.0,1,0,0,0,1,1,0,1,1
1272040.0,4990.0,4.0,2.0,2,0,0,0,1,1,0,0,0
1264200.0,3510.0,3.0,1.0,3,0,1,1,1,1,0,1,1
1264200.0,3450.0,3.0,1.0,2,0,1,0,1,1,1,1,1
1264200.0,9860.0,3.0,1.0,1,0,1,1,1,1,0,1,1
1264200.0,3520.0,2.0,1.0,2,0,1,1,1,1,0,0,0
1254400.0,4510.0,4.0,1.0,2,0,1,1,1,0,2,1,1
1254400.0,5885.0,2.0,1.0,1,0,1,1,1,0,1,1,2
1254400.0,4000.0,3.0,1.0,2,0,1,1,1,1,2,1,0
1254400.0,8250.0,3.0,1.0,1,0,1,1,1,1,0,1,0
1254400.0,4040.0,3.0,1.0,2,0,1,1,1,1,1,1,1
1252440.0,6360.0,2.0,1.0,1,0,1,0,1,0,1,1,0
1252440.0,3162.0,3.0,1.0,2,0,1,1,1,0,1,1,0
1252440.0,3510.0,3.0,1.0,2,0,1,1,1,1,0,1,1
1244600.0,3750.0,2.0,1.0,1,0,0,0,1,1,0,1,1
1234800.0,3968.0,3.0,1.0,2,1,1,1,1,1,0,1,1
1234800.0,4900.0,2.0,1.0,2,0,1,0,1,1,0,1,1
1232840.0,2880.0,3.0,1.0,2,0,1,1,1,1,0,0,1
1232840.0,4880.0,3.0,1.0,1,0,1,1,1,1,2,0,2
1232840.0,4920.0,3.0,1.0,2,0,1,1,1,1,1,1,1
1226960.0,4950.0,4.0,1.0,2,0,1,1,1,0,0,1,1
1225000.0,3900.0,3.0,1.0,2,0,1,1,1,1,0,1,2
1215200.0,4500.0,3.0,2.0,3,0,1,1,0,1,1,1,0
1215200.0,1905.0,5.0,1.0,2,1,1,0,1,1,0,1,1
1215200.0,4075.0,3.0,1.0,1,0,0,0,1,1,2,1,1
1215200.0,3500.0,4.0,1.0,2,0,1,1,1,1,2,1,0
1215200.0,6450.0,4.0,1.0,2,0,1,1,1,1,0,1,1
1209320.0,4032.0,2.0,1.0,1,0,1,0,1,1,0,1,0
1205400.0,4400.0,2.0,1.0,1,0,1,1,1,1,1,1,1
1205400.0,10360.0,2.0,1.0,1,0,1,1,1,1,1,0,1
1197560.0,3400.0,3.0,1.0,2,0,1,0,1,1,2,0,1
1195600.0,6360.0,2.0,1.0,1,0,1,1,1,1,0,1,0
1195600.0,6360.0,2.0,1.0,2,0,1,1,1,1,0,1,2
1195600.0,4500.0,2.0,1.0,1,0,1,1,1,0,2,1,0
1195600.0,2175.0,3.0,1.0,2,1,0,0,1,0,0,1,2
1195600.0,4360.0,4.0,1.0,2,0,1,1,1,1,0,1,0
1195600.0,7770.0,2.0,1.0,1,0,1,1,1,1,1,1,0
1185800.0,6650.0,3.0,1.0,2,0,0,1,1,1,0,1,1
1185800.0,2787.0,3.0,1.0,1,0,1,0,1,1,0,0,0
1176000.0,5500.0,3.0,1.0,2,0,1,1,1,0,0,1,2
1176000.0,5040.0,3.0,1.0,2,0,1,0,1,0,0,1,2
1176000.0,5850.0,2.0,1.0,1,0,0,0,1,1,2,1,1
1176000.0,2610.0,4.0,3.0,2,1,1,1,1,1,0,1,1
1176000.0,2953.0,3.0,1.0,2,0,1,0,1,0,0,1,2
1176000.0,2747.0,4.0,2.0,2,1,1,1,1,1,0,1,1
1176000.0,4410.0,2.0,1.0,1,1,1,1,1,1,1,1,2
1176000.0,4000.0,4.0,2.0,2,1,1,1,1,1,0,1,1
1176000.0,2325.0,3.0,1.0,2,1,1,1,1,1,0,1,1
1176000.0,4600.0,3.0,2.0,2,0,1,1,1,0,1,1,1
1176000.0,3640.0,3.0,2.0,2,0,1,0,1,1,0,1,2
1176000.0,5800.0,3.0,1.0,1,0,1,1,0,1,2,1,1
1176000.0,7000.0,3.0,1.0,1,0,1,1,1,1,3,1,0
1176000.0,4079.0,3.0,1.0,3,0,1,1,1,1,0,1,1
1176000.0,3520.0,3.0,1.0,2,0,1,1,1,1,0,0,1
1176000.0,2145.0,3.0,1.0,3,0,1,1,1,1,1,0,2
1176000.0,4500.0,3.0,1.0,1,0,1,0,1,1,0,1,0
1174040.0,8250.0,3.0,1.0,1,0,1,0,1,1,3,1,1
1174040.0,3450.0,3.0,1.0,2,0,1,1,1,1,1,1,1
1166200.0,4840.0,3.0,1.0,2,0,1,1,1,1,1,1,1
1166200.0,4080.0,3.0,1.0,2,0,1,1,1,1,2,1,1
1166200.0,4046.0,3.0,1.0,2,0,1,0,1,1,1,1,1
1156400.0,4632.0,4.0,1.0,2,0,1,1,1,0,0,1,1
1156400.0,5985.0,3.0,1.0,1,0,1,0,1,1,0,1,1
1154440.0,6060.0,2.0,1.0,1,0,1,0,1,1,1,1,1
1147580.0,3600.0,3.0,1.0,1,0,1,0,1,0,0,0,0
1146600.0,3680.0,3.0,2.0,2,0,1,1,1,1,0,1,1
1146600.0,4040.0,2.0,1.0,2,0,1,1,1,1,1,1,1
1146600.0,5600.0,2.0,1.0,1,0,1,1,1,0,0,1,1
1136800.0,5900.0,4.0,2.0,2,1,1,0,1,1,1,1,2
1136800.0,4992.0,3.0,2.0,2,0,1,1,1,1,2,1,2
1136800.0,4340.0,3.0,1.0,1,0,1,1,1,1,0,1,1
1136800.0,3000.0,4.0,1.0,3,0,1,0,1,0,2,1,1
1136800.0,4320.0,3.0,1.0,2,0,1,1,1,1,2,0,0
1127000.0,3630.0,3.0,2.0,2,0,1,1,0,1,2,1,1
1127000.0,3460.0,3.0,2.0,1,0,1,0,1,0,1,1,0
1127000.0,5400.0,3.0,1.0,1,0,1,1,1,1,3,1,1
1122100.0,4500.0,3.0,1.0,2,1,1,0,1,0,0,1,1
1122100.0,3460.0,4.0,1.0,2,0,1,1,1,0,0,1,1
1117200.0,4100.0,4.0,1.0,1,1,1,0,1,1,0,1,2
1117200.0,6480.0,3.0,1.0,2,1,1,1,1,0,1,1,1
1117200.0,4500.0,3.0,2.0,2,1,1,0,1,0,0,1,1
1117200.0,3960.0,3.0,1.0,2,0,1,1,1,1,0,1,0
1117200.0,4050.0,2.0,1.0,2,0,0,0,1,1,0,0,2
1097600.0,7260.0,3.0,2.0,1,0,0,0,1,1,3,1,0
1097600.0,5500.0,4.0,1.0,2,0,0,0,1,1,0,1,1
1097600.0,3000.0,3.0,1.0,2,0,1,1,1,1,0,1,1
1097600.0,3290.0,2.0,1.0,1,0,1,1,0,1,1,1,0
1097600.0,3816.0,2.0,1.0,1,0,1,0,1,0,2,1,0
1097600.0,8080.0,3.0,1.0,1,0,1,1,1,0,2,1,1
1097600.0,2145.0,4.0,2.0,1,0,1,0,1,1,0,0,2
1087800.0,3780.0,2.0,1.0,2,0,0,0,1,1,0,1,1
1087800.0,3180.0,4.0,2.0,2,0,1,1,1,1,0,1,0
1078000.0,5300.0,5.0,2.0,2,0,1,1,1,1,0,1,1
1078000.0,3180.0,2.0,2.0,1,0,1,0,1,1,2,1,1
1078000.0,7152.0,3.0,1.0,2,0,1,1,1,0,0,1,0
1078000.0,4080.0,2.0,1.0,1,0,1,1,1,1,0,1,1
1078000.0,3850.0,2.0,1.0,1,0,1,1,1,1,0,1,1
1078000.0,2015.0,3.0,1.0,2,0,1,0,1,1,0,0,1
1078000.0,2176.0,2.0,1.0,2,0,0,1,1,1,0,0,1
1074080.0,3350.0,3.0,1.0,2,0,1,1,1,1,0,1,2
1068200.0,3150.0,2.0,2.0,1,1,1,0,1,1,0,1,1
1058400.0,4820.0,3.0,1.0,2,0,1,1,1,1,0,1,1
1058400.0,3420.0,2.0,1.0,2,0,1,1,0,1,1,1,1
1058400.0,3600.0,2.0,1.0,1,0,1,1,1,1,0,1,1
1058400.0,5830.0,2.0,1.0,1,0,1,1,1,1,2,1,2
1058400.0,2856.0,3.0,1.0,3,0,1,1,1,1,0,0,0
1058400.0,8400.0,2.0,1.0,1,0,1,1,1,1,1,1,0
1056440.0,8250.0,3.0,1.0,1,0,1,1,1,1,2,1,0
1056440.0,2520.0,5.0,2.0,1,1,1,0,1,0,1,1,0
1056440.0,6930.0,4.0,1.0,2,1,1,1,1,1,1,1,0
1048600.0,3480.0,2.0,1.0,1,0,1,1,1,1,0,0,1
1038800.0,3600.0,3.0,1.0,1,0,1,1,1,1,1,1,2
1038800.0,4040.0,2.0,1.0,1,0,1,1,1,1,0,1,1
1038800.0,6020.0,3.0,1.0,1,0,1,1,1,1,0,1,1
1038800.0,4050.0,2.0,1.0,1,0,1,1,1,1,0,1,0
1038800.0,3584.0,2.0,1.0,1,0,1,1,0,1,0,1,1
1036840.0,3120.0,3.0,1.0,2,1,1,0,0,1,0,1,1
1036840.0,5450.0,2.0,1.0,1,0,1,1,1,1,0,1,0
1029000.0,3630.0,2.0,1.0,1,0,1,0,1,1,0,1,0
1029000.0,3630.0,2.0,1.0,1,0,1,1,1,0,0,1,2
1029000.0,5640.0,2.0,1.0,1,1,1,1,1,1,0,1,1
1029000.0,3600.0,2.0,1.0,1,0,1,1,1,1,0,1,0
1019200.0,4280.0,2.0,1.0,1,0,1,1,1,0,2,1,1
1019200.0,3570.0,3.0,1.0,2,0,1,0,1,1,0,1,1
1019200.0,3180.0,3.0,1.0,2,1,1,0,1,1,0,1,1
1019200.0,3000.0,2.0,1.0,2,0,1,1,1,0,0,1,0
1019200.0,3520.0,2.0,2.0,1,0,1,0,1,1,0,1,1
1019200.0,5960.0,3.0,1.0,2,0,0,0,1,1,0,1,2
1019200.0,4130.0,3.0,2.0,2,0,1,1,1,1,2,1,1
1019200.0,2850.0,3.0,2.0,2,1,1,0,1,1,0,0,2
1019200.0,2275.0,3.0,1.0,3,0,1,1,0,0,0,0,1
1017240.0,3520.0,3.0,1.0,1,0,1,1,1,1,2,0,2
1009400.0,4500.0,2.0,1.0,1,0,1,1,1,1,0,1,1
1009400.0,4000.0,2.0,1.0,1,0,1,1,1,1,0,0,1
